Candidate	Score
Solution 963	0.9950051181 [0.994267360422-0.995742875731]
Solution 964	0.9950051181 [0.994267360422-0.995742875731]
Solution 965	0.9954361373 [0.994703898195-0.996168376501]
Solution 966	0.9950051181 [0.994267360422-0.995742875731]
Solution 967	0.9954488707 [0.994716680589-0.996181060747]
Solution 968	0.9954488707 [0.994716680589-0.996181060747]
Solution 969	0.9950789130 [0.994342429315-0.995815396622]
Solution 970	0.9950789130 [0.994342429315-0.995815396622]
Solution 971	0.9954488707 [0.994716680589-0.996181060747]
Solution 972	0.9950789130 [0.994342429315-0.995815396622]
Solution 973	0.9954574412 [0.994725413529-0.996189468932]
Solution 974	0.9954574412 [0.994725413529-0.996189468932]
Solution 975	0.9954572033 [0.994725171156-0.996189235445]
Solution 976	0.9954572033 [0.994725171156-0.996189235445]
Solution 977	0.9956190231 [0.994888070424-0.996349975827]
Solution 978	0.9956190231 [0.994888070424-0.996349975827]
Solution 979	0.9956190231 [0.994888070424-0.996349975827]
Solution 980	0.9956187699 [0.994887812743-0.996349727145]
Solution 981	0.9956187699 [0.994887812743-0.996349727145]
Solution 982	0.9956187699 [0.994887812743-0.996349727145]
Solution 983	0.9956145187 [0.994883529357-0.996345508093]
Solution 984	0.9956145187 [0.994883529357-0.996345508093]
Solution 985	0.9956145187 [0.994883529357-0.996345508093]
Solution 986	0.9952242363 [0.994489098782-0.995959373851]
Solution 987	0.9952242363 [0.994489098782-0.995959373851]
Solution 988	0.9952202332 [0.994485059970-0.995955406422]
Solution 989	0.9952202332 [0.994485059970-0.995955406422]
Solution 990	0.9954186129 [0.994686043218-0.996151182564]
Solution 991	0.9954186129 [0.994686043218-0.996151182564]
Solution 992	0.9954186129 [0.994686043218-0.996151182564]
Solution 993	0.9954145945 [0.994681991519-0.996147197518]
Solution 994	0.9954145945 [0.994681991519-0.996147197518]
Solution 995	0.9954145945 [0.994681991519-0.996147197518]
Solution 996	0.9954088964 [0.994676221076-0.996141571726]
Solution 997	0.9954088964 [0.994676221076-0.996141571726]
Solution 998	0.9954088964 [0.994676221076-0.996141571726]
Solution 999	0.9948921796 [0.994152956566-0.995631402714]
Solution 1000	0.9948921796 [0.994152956566-0.995631402714]
Solution 1001	0.9948867296 [0.994147427249-0.995626031991]
Solution 1002	0.9948867296 [0.994147427249-0.995626031991]
Solution 1003	0.9949809367 [0.994242703129-0.995719170202]
Solution 1004	0.9949809367 [0.994242703129-0.995719170202]
Solution 1005	0.9949809367 [0.994242703129-0.995719170202]
Solution 1006	0.9949754714 [0.994237159810-0.995713782978]
Solution 1007	0.9949754714 [0.994237159810-0.995713782978]
Solution 1008	0.9949754714 [0.994237159810-0.995713782978]
Solution 1009	0.9949649313 [0.994226513754-0.995703348846]
Solution 1010	0.9949649313 [0.994226513754-0.995703348846]
Solution 1011	0.9949649313 [0.994226513754-0.995703348846]
Solution 1012	0.9954574412 [0.994725413529-0.996189468932]
Solution 1013	0.9954572033 [0.994725171156-0.996189235445]
Solution 1014	0.9956190231 [0.994888070424-0.996349975827]
Solution 1015	0.9956190231 [0.994888070424-0.996349975827]
Solution 1016	0.9956187699 [0.994887812743-0.996349727145]
Solution 1017	0.9956187699 [0.994887812743-0.996349727145]
Solution 1018	0.9956145187 [0.994883529357-0.996345508093]
Solution 1019	0.9956145187 [0.994883529357-0.996345508093]
Solution 1020	0.9952242363 [0.994489098782-0.995959373851]
Solution 1021	0.9952202332 [0.994485059970-0.995955406422]
Solution 1022	0.9954186129 [0.994686043218-0.996151182564]
Solution 1023	0.9954186129 [0.994686043218-0.996151182564]
Solution 1024	0.9954145945 [0.994681991519-0.996147197518]
Solution 1025	0.9954145945 [0.994681991519-0.996147197518]
Solution 1026	0.9954088964 [0.994676221076-0.996141571726]
Solution 1027	0.9954088964 [0.994676221076-0.996141571726]
Solution 1028	0.9948921796 [0.994152956566-0.995631402714]
Solution 1029	0.9948867296 [0.994147427249-0.995626031991]
Solution 1030	0.9949809367 [0.994242703129-0.995719170202]
Solution 1031	0.9949809367 [0.994242703129-0.995719170202]
Solution 1032	0.9949754714 [0.994237159810-0.995713782978]
Solution 1033	0.9949754714 [0.994237159810-0.995713782978]
Solution 1034	0.9949649313 [0.994226513754-0.995703348846]
Solution 1035	0.9949649313 [0.994226513754-0.995703348846]
Solution 1036	0.9956190231 [0.994888070424-0.996349975827]
Solution 1037	0.9956187699 [0.994887812743-0.996349727145]
Solution 1038	0.9956145187 [0.994883529357-0.996345508093]
Solution 1039	0.9954186129 [0.994686043218-0.996151182564]
Solution 1040	0.9954145945 [0.994681991519-0.996147197518]
Solution 1041	0.9954088964 [0.994676221076-0.996141571726]
Solution 1042	0.9949809367 [0.994242703129-0.995719170202]
Solution 1043	0.9949754714 [0.994237159810-0.995713782978]
Solution 1044	0.9949649313 [0.994226513754-0.995703348846]
Solution 1045	0.9946638553 [0.993918999652-0.995408711029]
Solution 1046	0.9946638553 [0.993918999652-0.995408711029]
Solution 1047	0.9946638553 [0.993918999652-0.995408711029]
Solution 1048	0.9947399207 [0.993996397133-0.995483444337]
Solution 1049	0.9947399207 [0.993996397133-0.995483444337]
Solution 1050	0.9947399207 [0.993996397133-0.995483444337]
Solution 1051	0.9946521897 [0.993907144351-0.995397234959]
Solution 1052	0.9946521897 [0.993907144351-0.995397234959]
Solution 1053	0.9946521897 [0.993907144351-0.995397234959]
Solution 1054	0.9947356827 [0.993992121124-0.995479244345]
Solution 1055	0.9947356827 [0.993992121124-0.995479244345]
Solution 1056	0.9947356827 [0.993992121124-0.995479244345]
Solution 1057	0.9948893052 [0.994147098671-0.995631511651]
Solution 1058	0.9948893052 [0.994147098671-0.995631511651]
Solution 1059	0.9948850672 [0.994142824705-0.995627309616]
Solution 1060	0.9948850672 [0.994142824705-0.995627309616]
Solution 1061	0.9953408739 [0.994605947766-0.996075799940]
Solution 1062	0.9953408739 [0.994605947766-0.996075799940]
Solution 1063	0.9953408739 [0.994605947766-0.996075799940]
Solution 1064	0.9953366206 [0.994601660169-0.996071581033]
Solution 1065	0.9953366206 [0.994601660169-0.996071581033]
Solution 1066	0.9953366206 [0.994601660169-0.996071581033]
Solution 1067	0.9953249569 [0.994589813874-0.996060100023]
Solution 1068	0.9953249569 [0.994589813874-0.996060100023]
Solution 1069	0.9953249569 [0.994589813874-0.996060100023]
Solution 1070	0.9945650188 [0.993818946074-0.995311091584]
Solution 1071	0.9945650188 [0.993818946074-0.995311091584]
Solution 1072	0.9945593339 [0.993813181108-0.995305486752]
Solution 1073	0.9945593339 [0.993813181108-0.995305486752]
Solution 1074	0.9949109680 [0.994170488085-0.995651447859]
Solution 1075	0.9949109680 [0.994170488085-0.995651447859]
Solution 1076	0.9949109680 [0.994170488085-0.995651447859]
Solution 1077	0.9949052678 [0.994164707900-0.995645827742]
Solution 1078	0.9949052678 [0.994164707900-0.995645827742]
Solution 1079	0.9949052678 [0.994164707900-0.995645827742]
Solution 1080	0.9948887622 [0.994147990521-0.995629533864]
Solution 1081	0.9948887622 [0.994147990521-0.995629533864]
Solution 1082	0.9948887622 [0.994147990521-0.995629533864]
Solution 1083	0.9948893052 [0.994147098671-0.995631511651]
Solution 1084	0.9948850672 [0.994142824705-0.995627309616]
Solution 1085	0.9953408739 [0.994605947766-0.996075799940]
Solution 1086	0.9953408739 [0.994605947766-0.996075799940]
Solution 1087	0.9953366206 [0.994601660169-0.996071581033]
Solution 1088	0.9953366206 [0.994601660169-0.996071581033]
Solution 1089	0.9953249569 [0.994589813874-0.996060100023]
Solution 1090	0.9953249569 [0.994589813874-0.996060100023]
Solution 1091	0.9945650188 [0.993818946074-0.995311091584]
Solution 1092	0.9945593339 [0.993813181108-0.995305486752]
Solution 1093	0.9949109680 [0.994170488085-0.995651447859]
Solution 1094	0.9949109680 [0.994170488085-0.995651447859]
Solution 1095	0.9949052678 [0.994164707900-0.995645827742]
Solution 1096	0.9949052678 [0.994164707900-0.995645827742]
Solution 1097	0.9948887622 [0.994147990521-0.995629533864]
Solution 1098	0.9948887622 [0.994147990521-0.995629533864]
Solution 1099	0.9953408739 [0.994605947766-0.996075799940]
Solution 1100	0.9953366206 [0.994601660169-0.996071581033]
Solution 1101	0.9953249569 [0.994589813874-0.996060100023]
Solution 1102	0.9949109680 [0.994170488085-0.995651447859]
Solution 1103	0.9949052678 [0.994164707900-0.995645827742]
Solution 1104	0.9948887622 [0.994147990521-0.995629533864]
Solution 1105	0.9942548527 [0.993500396482-0.995009308968]
Solution 1106	0.9942548527 [0.993500396482-0.995009308968]
Solution 1107	0.9942432023 [0.993488555087-0.994997849495]
Solution 1108	0.9942432023 [0.993488555087-0.994997849495]
Solution 1109	0.9946471281 [0.993901860324-0.995392395778]
Solution 1110	0.9946471281 [0.993901860324-0.995392395778]
Solution 1111	0.9946471281 [0.993901860324-0.995392395778]
Solution 1112	0.9946354624 [0.993890004900-0.995380919831]
Solution 1113	0.9946354624 [0.993890004900-0.995380919831]
Solution 1114	0.9946354624 [0.993890004900-0.995380919831]
Solution 1115	0.9946166812 [0.993870914738-0.995362447563]
Solution 1116	0.9946166812 [0.993870914738-0.995362447563]
Solution 1117	0.9946166812 [0.993870914738-0.995362447563]
Solution 1118	0.9942548527 [0.993500396482-0.995009308968]
Solution 1119	0.9942432023 [0.993488555087-0.994997849495]
Solution 1120	0.9946471281 [0.993901860324-0.995392395778]
Solution 1121	0.9946471281 [0.993901860324-0.995392395778]
Solution 1122	0.9946354624 [0.993890004900-0.995380919831]
Solution 1123	0.9946354624 [0.993890004900-0.995380919831]
Solution 1124	0.9946166812 [0.993870914738-0.995362447563]
Solution 1125	0.9946166812 [0.993870914738-0.995362447563]
Solution 1126	0.9946471281 [0.993901860324-0.995392395778]
Solution 1127	0.9946354624 [0.993890004900-0.995380919831]
Solution 1128	0.9946166812 [0.993870914738-0.995362447563]
Solution 1129	0.9956022918 [0.994874662660-0.996329920878]
Solution 1130	0.9957953628 [0.995069370942-0.996521354617]
Solution 1131	0.9954986672 [0.994768630013-0.996228704330]
Solution 1132	0.9948230620 [0.994084886651-0.995561237356]
Solution 1133	0.9942360491 [0.993490696149-0.994981402132]
Solution 1134	0.9926060632 [0.991823339702-0.993388786671]
Solution 1135	0.9943290086 [0.993585148967-0.995072868190]
Solution 1136	0.9956080794 [0.994880601922-0.996335556806]
Solution 1137	0.9943908500 [0.993647865775-0.995133834290]
Solution 1138	0.9956192478 [0.994891933100-0.996346562575]
Solution 1139	0.9944100827 [0.993667296022-0.995152869385]
Solution 1140	0.9957956790 [0.995069691055-0.996521666950]
Solution 1141	0.9948236131 [0.994085442674-0.995561783538]
Solution 1142	0.9957956790 [0.995069691055-0.996521666950]
Solution 1143	0.9948236131 [0.994085442674-0.995561783538]
Solution 1144	0.9957956790 [0.995069691055-0.996521666950]
Solution 1145	0.9948236131 [0.994085442674-0.995561783538]
Solution 1146	0.9933771759 [0.992461470706-0.994292881054]
Solution 1147	0.9923663894 [0.991429928896-0.993302849954]
Solution 1148	0.9944395962 [0.993533270549-0.995345921824]
Solution 1149	0.9934235936 [0.992508345713-0.994338841436]
Solution 1150	0.9954225967 [0.994692349575-0.996152843811]
Solution 1151	0.9951862356 [0.994451782265-0.995920689032]
Solution 1152	0.9956271514 [0.994899653819-0.996354648946]
Solution 1153	0.9956018606 [0.994874475596-0.996329245700]
Solution 1154	0.9950852710 [0.994347316538-0.995823225433]
Solution 1155	0.9948507930 [0.994107876841-0.995593709249]
Solution 1156	0.9955447615 [0.994814367661-0.996275155390]
Solution 1157	0.9955114066 [0.994782392021-0.996240421163]
Solution 1158	0.9956271514 [0.994899653819-0.996354648946]
Solution 1159	0.9956018606 [0.994874475596-0.996329245700]
Solution 1160	0.9956271514 [0.994899653819-0.996354648946]
Solution 1161	0.9956018606 [0.994874475596-0.996329245700]
Solution 1162	0.9942285696 [0.993321071140-0.995136068058]
Solution 1163	0.9941700775 [0.993261959583-0.995078195352]
Solution 1164	0.9955447615 [0.994814367661-0.996275155390]
Solution 1165	0.9955114066 [0.994782392021-0.996240421163]
Solution 1166	0.9955447615 [0.994814367661-0.996275155390]
Solution 1167	0.9955114066 [0.994782392021-0.996240421163]
Solution 1168	0.9957953628 [0.995069370942-0.996521354617]
Solution 1169	0.9948230620 [0.994084886651-0.995561237356]
Solution 1170	0.9954986672 [0.994768630013-0.996228704330]
Solution 1171	0.9942360491 [0.993490696149-0.994981402132]
Solution 1172	0.9926060632 [0.991823339702-0.993388786671]
Solution 1173	0.9957953628 [0.995069370942-0.996521354617]
Solution 1174	0.9948230620 [0.994084886651-0.995561237356]
Solution 1175	0.9957953628 [0.995069370942-0.996521354617]
Solution 1176	0.9948230620 [0.994084886651-0.995561237356]
Solution 1177	0.9954986672 [0.994768630013-0.996228704330]
Solution 1178	0.9954986672 [0.994768630013-0.996228704330]
Solution 1179	0.9942360491 [0.993490696149-0.994981402132]
Solution 1180	0.9942360491 [0.993490696149-0.994981402132]
Solution 1181	0.9926060632 [0.991823339702-0.993388786671]
Solution 1182	0.9926060632 [0.991823339702-0.993388786671]
Solution 1183	0.9933770122 [0.992461304883-0.994292719469]
Solution 1184	0.9923660651 [0.991429601881-0.993302528254]
Solution 1185	0.9933028726 [0.992385970836-0.994219774346]
Solution 1186	0.9920081340 [0.991068520078-0.992947747954]
Solution 1187	0.9915132133 [0.990567753824-0.992458672707]
Solution 1188	0.9944392800 [0.993532951388-0.995345608539]
Solution 1189	0.9934232774 [0.992508026981-0.994338527722]
Solution 1190	0.9941541941 [0.993244874774-0.995063513461]
Solution 1191	0.9928421578 [0.991921647451-0.993762668211]
Solution 1192	0.9912819362 [0.990332022003-0.992231850386]
Solution 1193	0.9956230618 [0.994895531607-0.996350592061]
Solution 1194	0.9955976969 [0.994870279265-0.996325114482]
Solution 1195	0.9951399827 [0.994405563647-0.995874401703]
Solution 1196	0.9948992169 [0.994159711178-0.995638722574]
Solution 1197	0.9932812189 [0.992516374605-0.994046063257]
Solution 1198	0.9955404371 [0.994810009046-0.996270865148]
Solution 1199	0.9955072428 [0.994778193844-0.996236291792]
Solution 1200	0.9947887554 [0.994046525643-0.995530985058]
Solution 1201	0.9944704549 [0.993721428996-0.995219480781]
Solution 1202	0.9928692463 [0.992092628989-0.993645863528]
Solution 1203	0.9956230618 [0.994895531607-0.996350592061]
Solution 1204	0.9955976969 [0.994870279265-0.996325114482]
Solution 1205	0.9956230618 [0.994895531607-0.996350592061]
Solution 1206	0.9955976969 [0.994870279265-0.996325114482]
Solution 1207	0.9951399827 [0.994405563647-0.995874401703]
Solution 1208	0.9948992169 [0.994159711178-0.995638722574]
Solution 1209	0.9932812189 [0.992516374605-0.994046063257]
Solution 1210	0.9951399827 [0.994405563647-0.995874401703]
Solution 1211	0.9948992169 [0.994159711178-0.995638722574]
Solution 1212	0.9932812189 [0.992516374605-0.994046063257]
Solution 1213	0.9942244801 [0.993316957778-0.995132002323]
Solution 1214	0.9941661486 [0.993258008487-0.995074288658]
Solution 1215	0.9937847743 [0.992872300709-0.994697247895]
Solution 1216	0.9935053256 [0.992588256887-0.994422394244]
Solution 1217	0.9919678273 [0.991032695631-0.992902958884]
Solution 1218	0.9955404371 [0.994810009046-0.996270865148]
Solution 1219	0.9955072428 [0.994778193844-0.996236291792]
Solution 1220	0.9947887554 [0.994046525643-0.995530985058]
Solution 1221	0.9944704549 [0.993721428996-0.995219480781]
Solution 1222	0.9928692463 [0.992092628989-0.993645863528]
Solution 1223	0.9955404371 [0.994810009046-0.996270865148]
Solution 1224	0.9955072428 [0.994778193844-0.996236291792]
Solution 1225	0.9947887554 [0.994046525643-0.995530985058]
Solution 1226	0.9944704549 [0.993721428996-0.995219480781]
Solution 1227	0.9928692463 [0.992092628989-0.993645863528]
Solution 1228	0.9956022918 [0.994874662660-0.996329920878]
Solution 1229	0.9943290086 [0.993585148967-0.995072868190]
Solution 1230	0.9956022918 [0.994874662660-0.996329920878]
Solution 1231	0.9943290086 [0.993585148967-0.995072868190]
Solution 1232	0.9956022918 [0.994874662660-0.996329920878]
Solution 1233	0.9943290086 [0.993585148967-0.995072868190]
Solution 1234	0.9933649327 [0.992449141538-0.994280723772]
Solution 1235	0.9920936088 [0.991155157153-0.993032060504]
Solution 1236	0.9942563362 [0.993348875949-0.995163796508]
Solution 1237	0.9929372332 [0.992017886582-0.993856579856]
Solution 1238	0.9956080794 [0.994880601922-0.996335556806]
Solution 1239	0.9943908500 [0.993647865775-0.995133834290]
Solution 1240	0.9956192478 [0.994891933100-0.996346562575]
Solution 1241	0.9944100827 [0.993667296022-0.995152869385]
Solution 1242	0.9957956790 [0.995069691055-0.996521666950]
Solution 1243	0.9948236131 [0.994085442674-0.995561783538]
Solution 1244	0.9957953628 [0.995069370942-0.996521354617]
Solution 1245	0.9948230620 [0.994084886651-0.995561237356]
Solution 1246	0.9956080794 [0.994880601922-0.996335556806]
Solution 1247	0.9943908500 [0.993647865775-0.995133834290]
Solution 1248	0.9956080794 [0.994880601922-0.996335556806]
Solution 1249	0.9943908500 [0.993647865775-0.995133834290]
Solution 1250	0.9933621741 [0.992446284333-0.994278063850]
Solution 1251	0.9920965708 [0.991158065403-0.993035076100]
Solution 1252	0.9942620811 [0.993354741015-0.995169421221]
Solution 1253	0.9929990320 [0.992080356903-0.993917707030]
Solution 1254	0.9956192478 [0.994891933100-0.996346562575]
Solution 1255	0.9944100827 [0.993667296022-0.995152869385]
Solution 1256	0.9957956790 [0.995069691055-0.996521666950]
Solution 1257	0.9957956790 [0.995069691055-0.996521666950]
Solution 1258	0.9948236131 [0.994085442674-0.995561783538]
Solution 1259	0.9948236131 [0.994085442674-0.995561783538]
Solution 1260	0.9957953628 [0.995069370942-0.996521354617]
Solution 1261	0.9957953628 [0.995069370942-0.996521354617]
Solution 1262	0.9948230620 [0.994084886651-0.995561237356]
Solution 1263	0.9948230620 [0.994084886651-0.995561237356]
Solution 1264	0.9956192478 [0.994891933100-0.996346562575]
Solution 1265	0.9944100827 [0.993667296022-0.995152869385]
Solution 1266	0.9957956790 [0.995069691055-0.996521666950]
Solution 1267	0.9957956790 [0.995069691055-0.996521666950]
Solution 1268	0.9948236131 [0.994085442674-0.995561783538]
Solution 1269	0.9948236131 [0.994085442674-0.995561783538]
Solution 1270	0.9957953628 [0.995069370942-0.996521354617]
Solution 1271	0.9957953628 [0.995069370942-0.996521354617]
Solution 1272	0.9948230620 [0.994084886651-0.995561237356]
Solution 1273	0.9948230620 [0.994084886651-0.995561237356]
Solution 1274	0.9957956790 [0.995069691055-0.996521666950]
Solution 1275	0.9948236131 [0.994085442674-0.995561783538]
Solution 1276	0.9957953628 [0.995069370942-0.996521354617]
Solution 1277	0.9948230620 [0.994084886651-0.995561237356]
Solution 1278	0.9933681061 [0.992452306857-0.994283905286]
Solution 1279	0.9921077148 [0.991169316407-0.993046113236]
Solution 1280	0.9933771759 [0.992461470706-0.994292881054]
Solution 1281	0.9933771759 [0.992461470706-0.994292881054]
Solution 1282	0.9923663894 [0.991429928896-0.993302849954]
Solution 1283	0.9923663894 [0.991429928896-0.993302849954]
Solution 1284	0.9933770122 [0.992461304883-0.994292719469]
Solution 1285	0.9933770122 [0.992461304883-0.994292719469]
Solution 1286	0.9923660651 [0.991429601881-0.993302528254]
Solution 1287	0.9923660651 [0.991429601881-0.993302528254]
Solution 1288	0.9933771759 [0.992461470706-0.994292881054]
Solution 1289	0.9923663894 [0.991429928896-0.993302849954]
Solution 1290	0.9933770122 [0.992461304883-0.994292719469]
Solution 1291	0.9923660651 [0.991429601881-0.993302528254]
Solution 1292	0.9942732496 [0.993366033618-0.995180465565]
Solution 1293	0.9930102004 [0.992091630621-0.993928770258]
Solution 1294	0.9944395962 [0.993533270549-0.995345921824]
Solution 1295	0.9944395962 [0.993533270549-0.995345921824]
Solution 1296	0.9934235936 [0.992508345713-0.994338841436]
Solution 1297	0.9934235936 [0.992508345713-0.994338841436]
Solution 1298	0.9944392800 [0.993532951388-0.995345608539]
Solution 1299	0.9944392800 [0.993532951388-0.995345608539]
Solution 1300	0.9934232774 [0.992508026981-0.994338527722]
Solution 1301	0.9934232774 [0.992508026981-0.994338527722]
Solution 1302	0.9944395962 [0.993533270549-0.995345921824]
Solution 1303	0.9934235936 [0.992508345713-0.994338841436]
Solution 1304	0.9944392800 [0.993532951388-0.995345608539]
Solution 1305	0.9934232774 [0.992508026981-0.994338527722]
Solution 1306	0.9952091979 [0.994476434644-0.995941961202]
Solution 1307	0.9949668835 [0.994229434974-0.995704332118]
Solution 1308	0.9948575293 [0.994116953032-0.995598105588]
Solution 1309	0.9945383137 [0.993791262136-0.995285365330]
Solution 1310	0.9952091979 [0.994476434644-0.995941961202]
Solution 1311	0.9949668835 [0.994229434974-0.995704332118]
Solution 1312	0.9952091979 [0.994476434644-0.995941961202]
Solution 1313	0.9949668835 [0.994229434974-0.995704332118]
Solution 1314	0.9938207434 [0.992909360063-0.994732126766]
Solution 1315	0.9935433445 [0.992627733638-0.994458955435]
Solution 1316	0.9948575293 [0.994116953032-0.995598105588]
Solution 1317	0.9945383137 [0.993791262136-0.995285365330]
Solution 1318	0.9948575293 [0.994116953032-0.995598105588]
Solution 1319	0.9945383137 [0.993791262136-0.995285365330]
Solution 1320	0.9952784650 [0.994546930702-0.996009999354]
Solution 1321	0.9950392519 [0.994303516660-0.995774987090]
Solution 1322	0.9954225967 [0.994692349575-0.996152843811]
Solution 1323	0.9951862356 [0.994451782265-0.995920689032]
Solution 1324	0.9956271514 [0.994899653819-0.996354648946]
Solution 1325	0.9956230618 [0.994895531607-0.996350592061]
Solution 1326	0.9956018606 [0.994874475596-0.996329245700]
Solution 1327	0.9955976969 [0.994870279265-0.996325114482]
Solution 1328	0.9951090009 [0.994374507267-0.995843494614]
Solution 1329	0.9948540020 [0.994114210115-0.995593793984]
Solution 1330	0.9951583734 [0.994424615634-0.995892131246]
Solution 1331	0.9951532173 [0.994419388009-0.995887046540]
Solution 1332	0.9951430320 [0.994408149323-0.995877914761]
Solution 1333	0.9951384880 [0.994403530194-0.995873445779]
Solution 1334	0.9949330751 [0.994193808495-0.995672341750]
Solution 1335	0.9947038093 [0.993959588492-0.995448030050]
Solution 1336	0.9950852710 [0.994347316538-0.995823225433]
Solution 1337	0.9948507930 [0.994107876841-0.995593709249]
Solution 1338	0.9955447615 [0.994814367661-0.996275155390]
Solution 1339	0.9955404371 [0.994810009046-0.996270865148]
Solution 1340	0.9955114066 [0.994782392021-0.996240421163]
Solution 1341	0.9955072428 [0.994778193844-0.996236291792]
Solution 1342	0.9948141742 [0.994072231837-0.995556116565]
Solution 1343	0.9943929711 [0.993640870233-0.995145071899]
Solution 1344	0.9945503231 [0.993802837199-0.995297808992]
Solution 1345	0.9940375362 [0.993274445383-0.994800627107]
Solution 1346	0.9951184826 [0.994381971380-0.995854993722]
Solution 1347	0.9947363925 [0.993993244620-0.995479540294]
Solution 1348	0.9951130915 [0.994376506805-0.995849676206]
Solution 1349	0.9947250359 [0.993981704044-0.995468367710]
Solution 1350	0.9950843416 [0.994348524629-0.995820158642]
Solution 1351	0.9945746865 [0.993828223731-0.995321149295]
Solution 1352	0.9950797976 [0.994343904148-0.995815691012]
Solution 1353	0.9945644118 [0.993817768892-0.995311054713]
Solution 1354	0.9952784650 [0.994546930702-0.996009999354]
Solution 1355	0.9950392519 [0.994303516660-0.995774987090]
Solution 1356	0.9952784650 [0.994546930702-0.996009999354]
Solution 1357	0.9950392519 [0.994303516660-0.995774987090]
Solution 1358	0.9938899678 [0.992979533526-0.994800402103]
Solution 1359	0.9936156702 [0.992701386487-0.994529953833]
Solution 1360	0.9954225967 [0.994692349575-0.996152843811]
Solution 1361	0.9951862356 [0.994451782265-0.995920689032]
Solution 1362	0.9956271514 [0.994899653819-0.996354648946]
Solution 1363	0.9956018606 [0.994874475596-0.996329245700]
Solution 1364	0.9956230618 [0.994895531607-0.996350592061]
Solution 1365	0.9955976969 [0.994870279265-0.996325114482]
Solution 1366	0.9956271514 [0.994899653819-0.996354648946]
Solution 1367	0.9956018606 [0.994874475596-0.996329245700]
Solution 1368	0.9956230618 [0.994895531607-0.996350592061]
Solution 1369	0.9955976969 [0.994870279265-0.996325114482]
Solution 1370	0.9954225967 [0.994692349575-0.996152843811]
Solution 1371	0.9951862356 [0.994451782265-0.995920689032]
Solution 1372	0.9956271514 [0.994899653819-0.996354648946]
Solution 1373	0.9956018606 [0.994874475596-0.996329245700]
Solution 1374	0.9956230618 [0.994895531607-0.996350592061]
Solution 1375	0.9955976969 [0.994870279265-0.996325114482]
Solution 1376	0.9956271514 [0.994899653819-0.996354648946]
Solution 1377	0.9956018606 [0.994874475596-0.996329245700]
Solution 1378	0.9956230618 [0.994895531607-0.996350592061]
Solution 1379	0.9955976969 [0.994870279265-0.996325114482]
Solution 1380	0.9956271514 [0.994899653819-0.996354648946]
Solution 1381	0.9956018606 [0.994874475596-0.996329245700]
Solution 1382	0.9956230618 [0.994895531607-0.996350592061]
Solution 1383	0.9955976969 [0.994870279265-0.996325114482]
Solution 1384	0.9951090009 [0.994374507267-0.995843494614]
Solution 1385	0.9948540020 [0.994114210115-0.995593793984]
Solution 1386	0.9951583734 [0.994424615634-0.995892131246]
Solution 1387	0.9951430320 [0.994408149323-0.995877914761]
Solution 1388	0.9951532173 [0.994419388009-0.995887046540]
Solution 1389	0.9951384880 [0.994403530194-0.995873445779]
Solution 1390	0.9951583734 [0.994424615634-0.995892131246]
Solution 1391	0.9951430320 [0.994408149323-0.995877914761]
Solution 1392	0.9951532173 [0.994419388009-0.995887046540]
Solution 1393	0.9951384880 [0.994403530194-0.995873445779]
Solution 1394	0.9951090009 [0.994374507267-0.995843494614]
Solution 1395	0.9948540020 [0.994114210115-0.995593793984]
Solution 1396	0.9951583734 [0.994424615634-0.995892131246]
Solution 1397	0.9951430320 [0.994408149323-0.995877914761]
Solution 1398	0.9951532173 [0.994419388009-0.995887046540]
Solution 1399	0.9951384880 [0.994403530194-0.995873445779]
Solution 1400	0.9951583734 [0.994424615634-0.995892131246]
Solution 1401	0.9951430320 [0.994408149323-0.995877914761]
Solution 1402	0.9951532173 [0.994419388009-0.995887046540]
Solution 1403	0.9951384880 [0.994403530194-0.995873445779]
Solution 1404	0.9951583734 [0.994424615634-0.995892131246]
Solution 1405	0.9951430320 [0.994408149323-0.995877914761]
Solution 1406	0.9951532173 [0.994419388009-0.995887046540]
Solution 1407	0.9951384880 [0.994403530194-0.995873445779]
Solution 1408	0.9940340995 [0.993124616448-0.994943582510]
Solution 1409	0.9937545897 [0.992841198170-0.994667981300]
Solution 1410	0.9942285696 [0.993321071140-0.995136068058]
Solution 1411	0.9941700775 [0.993261959583-0.995078195352]
Solution 1412	0.9942244801 [0.993316957778-0.995132002323]
Solution 1413	0.9941661486 [0.993258008487-0.995074288658]
Solution 1414	0.9942285696 [0.993321071140-0.995136068058]
Solution 1415	0.9941700775 [0.993261959583-0.995078195352]
Solution 1416	0.9942244801 [0.993316957778-0.995132002323]
Solution 1417	0.9941661486 [0.993258008487-0.995074288658]
Solution 1418	0.9942285696 [0.993321071140-0.995136068058]
Solution 1419	0.9941700775 [0.993261959583-0.995078195352]
Solution 1420	0.9942244801 [0.993316957778-0.995132002323]
Solution 1421	0.9941661486 [0.993258008487-0.995074288658]
Solution 1422	0.9937219862 [0.992809115037-0.994634857390]
Solution 1423	0.9934131033 [0.992495553397-0.994330653211]
Solution 1424	0.9937612741 [0.992848864506-0.994673683781]
Solution 1425	0.9937019960 [0.992788132603-0.994615859456]
Solution 1426	0.9937561180 [0.992843653847-0.994668582108]
Solution 1427	0.9936976869 [0.992783768239-0.994611605468]
Solution 1428	0.9937612741 [0.992848864506-0.994673683781]
Solution 1429	0.9937019960 [0.992788132603-0.994615859456]
