Candidate	Score
Solution 1429	0.9923738781 [0.991447867259-0.993299888977]
Solution 1430	0.9923881346 [0.991462901865-0.993313367328]
Solution 1431	0.9923662796 [0.991440171570-0.993292387653]
Solution 1432	0.9923899445 [0.991464741120-0.993315147862]
Solution 1433	0.9923738781 [0.991447867259-0.993299888977]
Solution 1434	0.9923881346 [0.991462901865-0.993313367328]
Solution 1435	0.9923662796 [0.991440171570-0.993292387653]
Solution 1436	0.9933562767 [0.992598202891-0.994114350473]
Solution 1437	0.9933562767 [0.992598202891-0.994114350473]
Solution 1438	0.9930890112 [0.992324778425-0.993853243934]
Solution 1439	0.9930890112 [0.992324778425-0.993853243934]
Solution 1440	0.9950172901 [0.994278243810-0.995756336442]
Solution 1441	0.9950172901 [0.994278243810-0.995756336442]
Solution 1442	0.9934435888 [0.992685273169-0.994201904516]
Solution 1443	0.9934435888 [0.992685273169-0.994201904516]
Solution 1444	0.9929332840 [0.992164324864-0.993702243113]
Solution 1445	0.9929332840 [0.992164324864-0.993702243113]
Solution 1446	0.9947001508 [0.993954752880-0.995445548808]
Solution 1447	0.9947001508 [0.993954752880-0.995445548808]
Solution 1448	0.9931409033 [0.992377264822-0.993904541772]
Solution 1449	0.9931409033 [0.992377264822-0.993904541772]
Solution 1450	0.9926219587 [0.991842162789-0.993401754688]
Solution 1451	0.9926219587 [0.991842162789-0.993401754688]
Solution 1452	0.9954711425 [0.994739332633-0.996202952445]
Solution 1453	0.9954711425 [0.994739332633-0.996202952445]
Solution 1454	0.9937373764 [0.992983986878-0.994490765957]
Solution 1455	0.9937373764 [0.992983986878-0.994490765957]
Solution 1456	0.9932756835 [0.992515311017-0.994036055985]
Solution 1457	0.9932756835 [0.992515311017-0.994036055985]
Solution 1458	0.9954597392 [0.994727748256-0.996191730117]
Solution 1459	0.9954597392 [0.994727748256-0.996191730117]
Solution 1460	0.9937293661 [0.992975834757-0.994482897461]
Solution 1461	0.9937293661 [0.992975834757-0.994482897461]
Solution 1462	0.9932659457 [0.992505337543-0.994026553773]
Solution 1463	0.9932659457 [0.992505337543-0.994026553773]
Solution 1464	0.9953616083 [0.994629844324-0.996093372337]
Solution 1465	0.9953616083 [0.994629844324-0.996093372337]
Solution 1466	0.9936708831 [0.992918112463-0.994423653794]
Solution 1467	0.9936708831 [0.992918112463-0.994423653794]
Solution 1468	0.9931574242 [0.992393636146-0.993921212208]
Solution 1469	0.9931574242 [0.992393636146-0.993921212208]
Solution 1470	0.9953457331 [0.994613634562-0.996077831667]
Solution 1471	0.9953457331 [0.994613634562-0.996077831667]
Solution 1472	0.9936575540 [0.992904504835-0.994410603099]
Solution 1473	0.9936575540 [0.992904504835-0.994410603099]
Solution 1474	0.9931435470 [0.992379356444-0.993907737482]
Solution 1475	0.9931435470 [0.992379356444-0.993907737482]
Solution 1476	0.9954711425 [0.994739332633-0.996202952445]
Solution 1477	0.9937373764 [0.992983986878-0.994490765957]
Solution 1478	0.9932756835 [0.992515311017-0.994036055985]
Solution 1479	0.9954597392 [0.994727748256-0.996191730117]
Solution 1480	0.9937293661 [0.992975834757-0.994482897461]
Solution 1481	0.9932659457 [0.992505337543-0.994026553773]
Solution 1482	0.9953616083 [0.994629844324-0.996093372337]
Solution 1483	0.9936708831 [0.992918112463-0.994423653794]
Solution 1484	0.9931574242 [0.992393636146-0.993921212208]
Solution 1485	0.9953457331 [0.994613634562-0.996077831667]
Solution 1486	0.9936575540 [0.992904504835-0.994410603099]
Solution 1487	0.9931435470 [0.992379356444-0.993907737482]
Solution 1488	0.9954711425 [0.994739332633-0.996202952445]
Solution 1489	0.9937373764 [0.992983986878-0.994490765957]
Solution 1490	0.9932756835 [0.992515311017-0.994036055985]
Solution 1491	0.9954597392 [0.994727748256-0.996191730117]
Solution 1492	0.9937293661 [0.992975834757-0.994482897461]
Solution 1493	0.9932659457 [0.992505337543-0.994026553773]
Solution 1494	0.9953616083 [0.994629844324-0.996093372337]
Solution 1495	0.9936708831 [0.992918112463-0.994423653794]
Solution 1496	0.9931574242 [0.992393636146-0.993921212208]
Solution 1497	0.9953457331 [0.994613634562-0.996077831667]
Solution 1498	0.9936575540 [0.992904504835-0.994410603099]
Solution 1499	0.9931435470 [0.992379356444-0.993907737482]
Solution 1500	0.9954711425 [0.994739332633-0.996202952445]
Solution 1501	0.9954597392 [0.994727748256-0.996191730117]
Solution 1502	0.9953616083 [0.994629844324-0.996093372337]
Solution 1503	0.9953457331 [0.994613634562-0.996077831667]
Solution 1504	0.9937373764 [0.992983986878-0.994490765957]
Solution 1505	0.9937293661 [0.992975834757-0.994482897461]
Solution 1506	0.9936708831 [0.992918112463-0.994423653794]
Solution 1507	0.9936575540 [0.992904504835-0.994410603099]
Solution 1508	0.9932756835 [0.992515311017-0.994036055985]
Solution 1509	0.9931574242 [0.992393636146-0.993921212208]
Solution 1510	0.9932659457 [0.992505337543-0.994026553773]
Solution 1511	0.9931435470 [0.992379356444-0.993907737482]
